fit,route,acronym,title,scheme,start,end,ec_contribution,coordinator,coord_country,coord_city,coord_url,coord_contact_form,n_partners,partner_institutions,tags,cordis_url
5,PI-HELD GRANT - cold outreach to coordinator,EXCITE2,Enhanced X(cross)-disciplinary Community-driven Imaging Technologies for Earth and Environmental material research,HORIZON-RIA,2024-04-01,2028-03-31,"14360285,75",UNIVERSITEIT UTRECHT,NL,Utrecht,http://www.uu.nl,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999985805/101131765,21,UNIVERSITEIT GENT (BE) | HELMHOLTZ-ZENTRUM DRESDEN-ROSSENDORF EV (DE) | GFZ HELMHOLTZ-ZENTRUM FUR GEOFORSCHUNG (DE) | UNIVERSIDAD DE GRANADA (ES) | CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS (FR) | UNIVERSITETET I OSLO (NO) | UNIVERSIDADE DO PORTO (PT) | THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE (UK) | TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG (DE) | UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR (FR) | ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA (IT) | TECHNISCHE UNIVERSITEIT DELFT (NL) | NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU (NO) | THE UNIVERSITY OF EDINBURGH (UK) | VYSOKE UCENI TECHNICKE V BRNE (CZ) | CURTIN UNIVERSITY (AU) | RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN (DE) | PANNON EGYETEM (HU) | JYVASKYLAN YLIOPISTO (FI) | ZAVOD ZA GRADBENISTVO SLOVENIJE (SI) | UNIVERSITAET BREMEN (DE),culturomics,https://cordis.europa.eu/project/id/101131765
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",ProNanovoVax,Protein nanocage-scaffolded proteoliposomes: de novo design of a platform for bacterial vaccines,HORIZON-TMA-MSCA-PF-EF,2026-04-01,2028-03-31,200400,VIB VZW,BE,ZWIJNAARDE - GENT,http://www.vib.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999651931/101204200,0,,trade,https://cordis.europa.eu/project/id/101204200
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",SCITIZEN,Science with citizens,HORIZON-TMA-MSCA-PF-GF,2025-04-01,2028-03-31,"333129,36",UNIVERSITAT DE VALENCIA,ES,Valencia,http://www.uv.es,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999953019/101198735,2,THE AUSTRALIAN NATIONAL UNIVERSITY (AU) | PRESIDENT AND FELLOWS OF HARVARD COLLEGE (US),culturomics,https://cordis.europa.eu/project/id/101198735
5,PI-HELD GRANT - cold outreach to coordinator,URBAN PROSUMERS,URBAN PROSUMERS – towards a knowledge transfer hub for empowering citizens as producers and consumers of sustainable solutions to climate-neutrality,HORIZON-RIA,2025-10-01,2028-03-31,"1999847,25",TAMPEREEN KORKEAKOULUSAATIO SR,FI,TAMPERE,http://www.tuni.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/902999288/101216923,4,TAMPEREEN AMMATTIKORKEAKOULU OY (FI) | EKOKUMPPANIT OY (FI) | TAMPEREEN KAUPUNKI (FI) | FCG FINNISH CONSULTING GROUP OY (FI),culturomics,https://cordis.europa.eu/project/id/101216923
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",H1N1-BAM-PD,Elucidating how infection shapes neurodegenerative disease at the brain border,HORIZON-TMA-MSCA-PF-EF,2026-04-01,2028-03-31,200400,VIB VZW,BE,ZWIJNAARDE - GENT,http://www.vib.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999651931/101283223,0,,trade,https://cordis.europa.eu/project/id/101283223
5,PI-HELD GRANT - cold outreach to coordinator,BIOCOMP,Consequences of global biodiversity loss and climate change for decomposer communities and implications for forest carbon fluxes,HORIZON-ERC,2023-05-01,2028-04-30,1499830,UNIVERSITAET ULM,DE,Ulm,http://www.uni-ulm.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999882209/101075426,1,TECHNISCHE UNIVERSITAET DRESDEN (DE),"biodiv,spatial",https://cordis.europa.eu/project/id/101075426
5,PI-HELD GRANT - cold outreach to coordinator,CNS Hidden Door,Uncovering molecular and cellular mechanisms of immune cell trafficking across the blood-CSF barrier in autoimmunity,HORIZON-ERC,2023-05-01,2028-04-30,2412448,THE HEBREW UNIVERSITY OF JERUSALEM,IL,Jerusalem,http://www.huji.ac.il,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999975038/101088881,0,,trade,https://cordis.europa.eu/project/id/101088881
5,PI-HELD GRANT - cold outreach to coordinator,U_CAN,Ukraine towards Carbon Neutrality,HORIZON-CSA,2024-05-01,2028-04-30,4999375,TECHNISCHE UNIVERSITAET DRESDEN,DE,DRESDEN,http://tu-dresden.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999897729/101148374,20,"LANDESHAUPTSTADT DRESDEN (DE) | VEREIN DER EUROPAISCHEN BURGEWISSENSCHAFTEN - ECSA EV (DE) | DIN DEUTSCHES INSTITUT FUER NORMUNG EV (DE) | VYSKUMNE CENTRUM SLOVENSKEJ SPOLOCNOSTI PRE ZAHRANICNU POLITIKU NO (SK) | ENVIROPLAN MELETITIKI -SYMVOULOI ANAPTYKSIAKON & TEXNIKON ERGON ANONYMI ETAIREIA (EL) | FUNDACJA PARTNERSTWA TECHNOLOGICZNEGO TECHNOLOGY PARTNERS (PL) | POLITECHNIKA WROCLAWSKA (PL) | AARHUS UNIVERSITET (DK) | UNIVERSITA DEGLI STUDI DELL'AQUILA (IT) | JOANNEUM RESEARCH FORSCHUNGSGESELLSCHAFT MBH (AT) | NON-GOVERNMENTAL ORGANIZATION  BUREAU OF RESEARCH, INNOVATIONS  AND TECHNOLOGIES (UA) | O.M. BEKETOV NATIONAL UNIVERSITY OF URBAN ECONOMY IN KHARKIV (UA) | NATIONAL TECHNICAL UNIVERSITY OF UKRAINE IGOR SIKORSKY KYIV POLYTECHNIC INSTITUTE (UA) | HROMADSKA ORHANIZATSIYA KLUB MERIV (UA) | MUNICIPAL INSTITUTION CITY INSTITUTE (UA) | KOMUNALNA USTANOVA AGENTSIYA ROZVYTKU MISTA ZHYTOMYRSKOYI MISKOYI RADY (UA) | KHMELNITSKY NATIONAL UNIVERSITY (UA) | LEONID YUZKOV KHMELNITSKYI UNIVERSITY OF MANAGEMENT AND LAW (UA) | MUNICIPAL ENTERPRISE INSTITUTE OF URBAN DEVELOPMENT (UA) | PUBLIC ORGANIZATION REGIONAL CENTER OF SUSTAINABLE DEVELOPMENT (UA)",culturomics,https://cordis.europa.eu/project/id/101148374
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",NARCOPOLITICS,Drug Trafficking and Politics: Structuring and Adaptation of Organized Crime in Bolivia's Last Authoritarian Decade (1971-1982),HORIZON-TMA-MSCA-PF-GF,2025-06-01,2028-04-30,"384484,02",UNIVERSITA CA' FOSCARI  VENEZIA,IT,VENEZIA,http://www.unive.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999897341/101204304,2,UNIVERSITY OF PITTSBURGH (US) | UNIVERSIDAD MAYOR DE SAN ANDRES (BO),trade,https://cordis.europa.eu/project/id/101204304
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",mRNAsthma,Harnessing the potential of mRNA vaccination as a therapeutic strategy for asthma,HORIZON-TMA-MSCA-PF-EF,2026-05-01,2028-04-30,200400,VIB VZW,BE,ZWIJNAARDE - GENT,http://www.vib.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999651931/101275350,0,,trade,https://cordis.europa.eu/project/id/101275350
5,PI-HELD GRANT - cold outreach to coordinator,OBGate,Creating an orthogonal gate to the brain,HORIZON-ERC,2023-06-01,2028-05-31,1499136,INSTITUT QUIMIC DE SARRIA,ES,Barcelona,http://www.iqs.edu,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998625865/101077370,0,,trade,https://cordis.europa.eu/project/id/101077370
5,PI-HELD GRANT - cold outreach to coordinator,SOB4ES,Integrating SOil Biodiversity to Ecosystem Services: testing cost-effectiveness of Soil Biodiversity indicators and the provision of soil biodiversity-based Ecosystem Services to build better land management solutions that effectively implement the,HORIZON-RIA,2023-06-01,2028-05-31,"7213228,75",UNIVERSIDAD DE VIGO,ES,VIGO PONTEVEDRA,http://www.uvigo.es,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999630494/101112831,18,"INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE, L'ALIMENTATION ET L'ENVIRONNEMENT (FR) | KONINKLIJKE NEDERLANDSE AKADEMIE VAN WETENSCHAPPEN - KNAW (NL) | UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN (IE) | UNIVERSITA DEGLI STUDI DI CATANIA (IT) | KATHOLIEKE UNIVERSITEIT LEUVEN (BE) | UNIVERZITA KARLOVA (CZ) | THE AGRICULTURAL RESEARCH ORGANISATION OF ISRAEL - THE VOLCANI CENTRE (IL) | INSTITUTUL DE BIOLOGIE BUCURESTI (RO) | UNIVERZA V LJUBLJANI (SI) | UNIVERSITAT ZU KOLN (DE) | ARISTOTELIO PANEPISTIMIO THESSALONIKIS (EL) | SVERIGES LANTBRUKSUNIVERSITET (SE) | UNIVERSITEIT GENT (BE) | EURICE EUROPEAN RESEARCH AND PROJECT OFFICE GMBH (DE) | MEL FINCA ORGANICA S. COOP. GALEGA (ES) | AIRFIELD ESTATE (IE) | EIDGENOSSISCHE FORSCHUNGSANSTALT WSL (CH) | HARPER ADAMS UNIVERSITY (UK)","biodiv,spatial",https://cordis.europa.eu/project/id/101112831
5,PI-HELD GRANT - cold outreach to coordinator,FERRO,"FOSTERING EUROPEAN LAKES RESTORATION BY NUTRIENT REMOVAL, RECOVERY, AND REUSE: INTEGRATED CATCHMENT AND IN-LAKE SCALE APPROACH",HORIZON-IA,2024-06-01,2028-05-31,"3998450,25",HELMHOLTZ-ZENTRUM FUR UMWELTFORSCHUNG GMBH - UFZ,DE,LEIPZIG,http://www.ufz.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999994632/101157743,6,SYDDANSK UNIVERSITET (DK) | HELSINGIN YLIOPISTO (FI) | BIOLOGICKE CENTRUM AV CR VVI (CZ) | BROCKMANN GEOMATICS SWEDEN AB (SE) | BROCKMANN CONSULT GMBH (DE) | PENSOFT PUBLISHERS (BG),"biodiv,spatial",https://cordis.europa.eu/project/id/101157743
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",MIND,MINDing the brain: IRGQ as a molecular switch between degradative and secretory autophagy in membrane quality control and neuroinflammation,HORIZON-TMA-MSCA-PF-EF,2026-06-01,2028-05-31,"202125,12",JOHANN WOLFGANG GOETHE-UNIVERSITAET FRANKFURT AM MAIN,DE,FRANKFURT AM MAIN,http://www.uni-frankfurt.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999978724/101273172,1,UNIVERSITAETSMEDIZIN DER JOHANNES GUTENBERG-UNIVERSITAET MAINZ (DE),trade,https://cordis.europa.eu/project/id/101273172
5,PI-HELD GRANT - cold outreach to coordinator,BBGNight-TR,"Science & Future Night: Engaging Researchers and Citizens in Climate, Health and Digital Transitions in Türkiye",HORIZON-CSA,2026-06-01,2028-05-31,279311,YILDIZ TECHNICAL UNIVERSITY,TR,Istanbul,https://www.yildiz.edu.tr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997203651/101302215,3,ISTANBUL TEKNIK UNIVERSITESI (TR) | MINISTRY OF NATIONAL EDUCATION (TR) | GAZI UNIVERSITESI (TR),culturomics,https://cordis.europa.eu/project/id/101302215
5,PI-HELD GRANT - cold outreach to coordinator,Science4Everyone,Science Comes to Town: Bringing Science Closer to Citizens - Science4Everyone,HORIZON-CSA,2026-05-01,2028-05-31,"5999261,25",AGENZIA PER LA PROMOZIONE DELLA RICERCA EUROPEA,IT,Roma,http://www.apre.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999514191/101292372,14,"AHMED SHAEEMA ZAMAN (DK) | AARHUS KOMMUNE (DK) | ASSOCIAZIONE FESTIVAL DELLA SCIENZA (IT) | COMUNE DI GENOVA (IT) | FAST - FEDERAZIONE DELLE ASSOCIAZIONI SCIENTIFICHE E TECNICHE (IT) | KAUNO TECHNOLOGIJOS UNIVERSITETAS (LT) | KAUNO MIESTO SAVIVALDYBES ADMINISTRACIJA (LT) | MOKSLO IR INOVACIJU SKLAIDOS CENTRAS (LT) | UNIVERSIDADE NOVA DE LISBOA (PT) | MUNICIPIO DE OEIRAS (PT) | SCIENCE FOR CHANGE, SL (ES) | GLOBAZ, S.A. (PT) | ZENTRUM FUR SOZIALE INNOVATION GMBH (AT) | EUREC OFFICE GUG (DE)",culturomics,https://cordis.europa.eu/project/id/101292372
5,PI-HELD GRANT - cold outreach to coordinator,ROOTS,"ROOTS AND RECIPES: THE SCIENCE OF FOOD, IDENTITY AND BELONGING",HORIZON-CSA,2026-06-01,2028-05-31,349890,MUSEE ROYAL DE L'AFRIQUE CENTRALE,BE,Tervuren,http://www.africamuseum.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999494403/101305260,4,KATHOLIEKE UNIVERSITEIT LEUVEN (BE) | AGENTSCHAP PLANTENTUIN MEISE (BE) | THE FOOD BRIDGE (BE) | Roger Van Overstraeten Society (BE),culturomics,https://cordis.europa.eu/project/id/101305260
5,PI-HELD GRANT - cold outreach to coordinator,MECHANOJAS,Unravelling biophysical signals governing phytohormone production and plant acclimation,HORIZON-ERC,2023-07-01,2028-06-30,1984565,LEIBNIZ-INSTITUT FUR PFLANZENBIOCHEMIE,DE,Halle,https://www.ipb-halle.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997593688/101088876,0,,trade,https://cordis.europa.eu/project/id/101088876
5,PI-HELD GRANT - cold outreach to coordinator,CarboCell,Vesicular mechanisms of carbon fixation in calcifying cells of marine animals,HORIZON-ERC,2023-07-01,2028-06-30,2000000,CHRISTIAN-ALBRECHTS-UNIVERSITAET  ZU KIEL,DE,Kiel,http://www.uni-kiel.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999839529/101085894,0,,trade,https://cordis.europa.eu/project/id/101085894
5,PI-HELD GRANT - cold outreach to coordinator,FOODMISSION,Engaging citizens as agents of change for sustainable food system transition with a novel gamified educational citizen science platform,HORIZON-RIA,2025-01-01,2028-06-30,"4997966,25",HOGSKULEN PA VESTLANDET,NO,Bergen,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/916768923/101181774,9,REEDU GMBH & CO. KG (DE) | PANEPISTIMIO THESSALIAS (EL) | INSTITOUTO EREVNAS LIANEMPORIOU KATANALOTIKON AGATHON (I.E.L.K.A.) (EL) | SPHERICAL PIXEL S.L. (ES) | UNIVERSITA DEGLI STUDI DI VERONA (IT) | ADICONSUM ASSOCIAZIONE DIFESA CONSUMATORI APS (IT) | ERASMUS UNIVERSITEIT ROTTERDAM (NL) | STOWARZYSZENIE CENTRUM ROZWIAZAN SYSTEMOWYCH (PL) | GOSPODARSKA ZBORNICA SLOVENIJE (SI),culturomics,https://cordis.europa.eu/project/id/101181774
5,PI-HELD GRANT - cold outreach to coordinator,OneSTOP,"OneBiosecurity Systems and Technology for People, Places and Pathways",HORIZON-IA,2025-01-01,2028-06-30,5999990,AGENTSCHAP PLANTENTUIN MEISE,BE,Meise,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/935884325/101180559,20,"AARHUS UNIVERSITET (DK) | UK CENTRE FOR ECOLOGY & HYDROLOGY (UK) | ASSOCIACAO BIOPOLIS (PT) | COVENTRY UNIVERSITY (UK) | THE CYPRUS INSTITUTE (CY) | EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK (BE) | BOTANICKY USTAV AV CR, V.V.I. (CZ) | LINCOLN UNIVERSITY (NZ) | PLATFORM KINETICS LIMITED (UK) | PENSOFT PUBLISHERS (BG) | STELLENBOSCH UNIVERSITY (ZA) | THE UNIVERSITY OF EXETER (UK) | UNIVERSITAT WIEN (AT) | GREENFORMATION KFT (HU) | HELMHOLTZ-ZENTRUM FUR UMWELTFORSCHUNG GMBH - UFZ (DE) | UNIVERSITATEA OVIDIUS DIN CONSTANTA (RO) | LUONNONVARAKESKUS (FI) | NNIT (BE) | AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (ES) | JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION (BE)",culturomics,https://cordis.europa.eu/project/id/101180559
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",CryoLipNano,Revealing the RNA-LNP ultrastructure and subcellular trafficking using advanced Cryo-electron microscopy and proteomics,HORIZON-TMA-MSCA-PF-EF,2026-01-01,2028-06-30,"197263,68",ETHNIKO IDRYMA EREVNON,EL,ATHINA,http://www.eie.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999479853/101200187,0,,trade,https://cordis.europa.eu/project/id/101200187
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",UrbanPACE,Urban Phenology and Anthropogenic Climate Effects: getting the timing right in a warmer and more urban world,HORIZON-TMA-MSCA-PF-EF,2026-07-01,2028-06-30,"260347,92",THE UNIVERSITY OF EDINBURGH,UK,Edinburgh,http://www.ed.ac.uk/home,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999974941/101204042,0,,culturomics,https://cordis.europa.eu/project/id/101204042
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",ECOLE,Electrical control of picoCavity enhanced mOlecule-Light intEractions,HORIZON-TMA-MSCA-PF-GF,2025-07-01,2028-06-30,"416941,44",JULIUS-MAXIMILIANS-UNIVERSITAT WURZBURG,DE,Wuerzburg,http://www.uni-wuerzburg.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999853206/101208745,1,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE (CH),trade,https://cordis.europa.eu/project/id/101208745
5,PI-HELD GRANT - cold outreach to coordinator,OptiDye,OptiDye Control – Smart Optical Sensor For Water and Energy Efficiency,HORIZON-CSA,2026-07-01,2028-06-30,"335738,49",ENMOS ENDUSTRIYEL OTOMASYON ELEKTRONIK IMALAT SANAYI TICARET ANONIM SIRKET,TR,ISTANBUL,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/868031467/101310088,0,,culturomics,https://cordis.europa.eu/project/id/101310088
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",ICEVEC,The Socio-Economic Impacts of the Little Ice Age on Venice and Venetian Crete Between 1453-1571,HORIZON-TMA-MSCA-PF-EF,2026-07-15,2028-07-14,"209483,28",UNIVERSITA CA' FOSCARI  VENEZIA,IT,Venezia,http://www.unive.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999897341/101268916,0,,culturomics,https://cordis.europa.eu/project/id/101268916
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",VASPRINT,Designing Vascular Geometries in 3D Bioprinted Models for Immuno-oncology,HORIZON-TMA-MSCA-PF-GF,2025-08-01,2028-07-31,"430343,4",UNIVERSITY COLLEGE LONDON,UK,LONDON,http://www.ucl.ac.uk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999975620/101202508,1,PRESIDENT AND FELLOWS OF HARVARD COLLEGE (US),trade,https://cordis.europa.eu/project/id/101202508
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",Gendered_Borders,Gendered Borders: Exploring Migrant Women’s Experiences of Boat Crossings to the UK,HORIZON-TMA-MSCA-PF-EF,2026-08-01,2028-07-31,"307958,88",UNIVERSITAET BERN,CH,BERN,http://www.unibe.ch,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999976493/101269787,0,,trade,https://cordis.europa.eu/project/id/101269787
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",ORNISCOPE,Quantifying avian pest control: developing the Functional Insectivory Index through a modular multisensory network for monitoring of bird predation,HORIZON-TMA-MSCA-PF-EF,2026-08-01,2028-07-31,"207758,16",JIHOCESKA UNIVERZITA V CESKYCH BUDEJOVICICH,CZ,CESKE BUDEJOVICE,http://www.jcu.cz,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999876292/101264350,1,"INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE, L'ALIMENTATION ET L'ENVIRONNEMENT (FR)",trade,https://cordis.europa.eu/project/id/101264350
5,PI-HELD GRANT - cold outreach to coordinator,CloudCT,Climate CT- Cloud Tomography by Satellites for Better Climate Prediction,ERC-SyG,2019-08-01,2028-07-31,13878593,TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY,IL,Haifa,http://www.technion.ac.il,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999907720/810370,2,ZENTRUM FUR TELEMATIK EV (DE) | WEIZMANN INSTITUTE OF SCIENCE (IL),"biodiv,spatial",https://cordis.europa.eu/project/id/810370
5,PI-HELD GRANT - cold outreach to coordinator,ENFORCE,Empower citizeNs to join Forces with public authORities in proteCting the Environment,HORIZON-RIA,2024-09-01,2028-08-31,"6365498,75",GAC,FR,ISSY LES MOULINEAUX,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/903166225/101134447,26,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (ES) | UNIVERSITAET BIELEFELD (DE) | PANEPISTIMIO KRITIS (EL) | UNIVERSITEIT HASSELT (BE) | INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE (AT) | 52 NORTH SPATIAL INFORMATION RESEARCH GMBH (DE) | INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE IN SILVICULTURA MARIN DRACEA (RO) | SINGULARLOGIC PLIROFORIAKON SYSTIMATON KAI EFARMOGON PLIROFORIKIS (EL) | IDC CEMA SRO (CZ) | IDC ITALIA SRL (IT) | EVISIGHTS B.V. (NL) | KOINONIKI SYNETAIRISTIKI EPICHEIRISI SYLLOGIKIS KAI KOINONIKIS OFELEIAS AMARANTHUS (EL) | BUSINESS DEVELOPMENT GROUP SRL (RO) | EUROPEAN NETWORK OF LIVING LABS IVZW (BE) | EUROPEAN ASSOCIATION OF REMOTE SENSING COMPANIES (BE) | VEREIN DER EUROPAISCHEN BURGEWISSENSCHAFTEN - ECSA EV (DE) | A SUD ECOLOGIA E COOPERAZIONE APS (IT) | DIKIGORIKOS SYLLOGOS IRAKLEIOU (EL) | CENTRO INTERNAZIONALE DI ALTISTUDI AGRONOMICI MEDITERRANEI (IT) | ENRICH GLOBAL (FR) | STICHTING WAAG SOCIETY (NL) | BARCELONA CICLE DE L'AIGUA SA (ES) | DIGITAL FOR PLANET-D4P (CH) | THE UNIVERSITY OF EXETER (UK) | WESTCOUNTRY RIVERS TRUST LBG (UK) | PANEPISTIMIO THESSALIAS (EL),culturomics,https://cordis.europa.eu/project/id/101134447
5,PI-HELD GRANT - cold outreach to coordinator,OptiForValue,Optimising forest operations for sustainable forest management and high-value applications,HORIZON-JU-RIA,2024-09-01,2028-08-31,"4997361,25",LUONNONVARAKESKUS,FI,Helsinki,http://www.luke.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/934887262/101157658,16,LINNEUNIVERSITETET (SE) | AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (ES) | SVERIGES LANTBRUKSUNIVERSITET (SE) | ERNST AND YOUNG DENKSTATT EOOD (BG) | ERINN INNOVATION LIMITED (IE) | UNIVERSITAET FUER BODENKULTUR WIEN (AT) | KOMPETENZZENTRUM HOLZ GMBH (AT) | FUNDACION CENTRO DE SERVICIOS Y PROMOCION FORESTAL Y DE SU INDUSTRIA DE CASTILLA Y LEON (ES) | STIFTELSEN SKOGSBRUKETS FORSKNINGSINSTITUT - SKOGFORSK (SE) | CREATIVE OPTIMIZATION SWEDEN AB (SE) | HELSINGIN YLIOPISTO (FI) | TECHNISCHE UNIVERSITAET MUENCHEN (DE) | PONSSE OYJ (FI) | FINNOS OY (FI) | OY ARBONAUT LTD (FI) | METSATEHO OY (FI),"biodiv,spatial",https://cordis.europa.eu/project/id/101157658
5,PI-HELD GRANT - cold outreach to coordinator,MONALISA,MONitoring and Assessing prevention and restoration soLutIons to combat deSertificAtion,HORIZON-IA,2024-09-01,2028-08-31,"6991831,25",UNIVERSITA DEGLI STUDI DI SASSARI,IT,SASSARI,http://www.uniss.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999465594/101157867,23,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA (IT) | PANEPISTIMIO KRITIS (EL) | CENTRO DE INVESTIGACION ECOLOGICA Y APLICACIONES FORESTALES (ES) | HELLENIC SOCIETY FOR THE PROTECTION OF NATURE (EL) | ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS (EL) | ISTITUTO SUPERIORE PER LA PROTEZIONE E LA RICERCA AMBIENTALE (IT) | CONSIGLIO NAZIONALE DELLE RICERCHE (IT) | INSTITUT DES REGIONS ARIDES (TN) | COMMISSARIAT REGIONAL AU DEVELOPPEMENT AGRICOLE DE MEDENINE (TN) | CENTRE INTERNATIONAL DE HAUTES ETUDES AGRONOMIQUES MEDITERRANEENNES (FR) | AGRICOLUS AGRITECH SPAIN SL (ES) | FONDAZIONE MEDES (IT) | WE WORLD-GVC ENTE DEL TERZO SETTORE IN BREVE WE WORLD ETS (IT) | AARHUS UNIVERSITET (DK) | ASOCIACION ADROCHES PARA EL DESARROLLO RURAL DE LA COMARCA DE LOS PEDROCHES (ES) | UNIVERSITATEA DIN BUCURESTI (RO) | INOSENS DOO NOVI SAD (RS) | COOPERATIVA PRODUTTORI ARBOREA - SOCIETA AGRICOLA (IT) | ENTE PARCO NAZIONALE ALTA MURGIA (IT) | RESEAU POUR LA RECHERCHE INTERNATIONALE SUR LA DESERTIFICATION (FR) | UNIVERSITAT BASEL (CH) | UNIVERSITE DE GENEVE (CH) | AGRICOLUS S.R.L. (IT),"biodiv,spatial",https://cordis.europa.eu/project/id/101157867
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",MechanoSecret,Exploring the Mechanobiology of the Secretory pathway across scales,HORIZON-TMA-MSCA-PF-EF,2026-09-01,2028-08-31,"194074,56",FUNDACIO INSTITUT DE CIENCIES FOTONIQUES,ES,Castelldefels,http://www.icfo.eu,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999619436/101205472,0,,trade,https://cordis.europa.eu/project/id/101205472
